Country Name,Aruba,Afganistán,Angola,Albania,Andorra,El mundo árabe,Emiratos Árabes Unidos,Argentina,Armenia,Samoa Americana,Antigua y Barbuda,Australia,Austria,Azerbaiyán,Burundi,Bélgica,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrein,Bahamas,Bosnia y Herzegovina,Belarús,Belice,Bermudas,Bolivia,Brasil,Barbados,Brunei Darussalam,Bhután,Botswana,República Centroafricana,Canadá,Europa Central y del Báltico,Suiza,Islas del Canal,Chile,China,Côte d'Ivoire,Camerún,"Congo, República Democrática del","Congo, República del",Colombia,Comoras,Cabo Verde,Costa Rica,Estados pequeos del Caribe,Cuba,Curacao,Islas Caimán,Chipre,República Checa,Alemania,Djibouti,Dominica,Dinamarca,República Dominicana,Argelia,Asia oriental y el Pacífico (excluido altos ingresos),inicial del dividendo demográfico,Asia oriental y el Pacífico,Europa y Asia central (excluido altos ingresos),Europa y Asia central,Ecuador,"Egipto, República Árabe de",Zona del Euro,Eritrea,Espana,Estonia,Etiopía,Unión Europea,Frágiles y situaciones de conflicto afectados,Finlandia,Fiji,Francia,Islas Feroe,Micronesia (Estados Federados de),Gabón,Reino Unido,Georgia,Ghana,Gibraltar,Guinea,Gambia,Guinea-Bissau,Guinea Ecuatorial,Grecia,Granada,Groenlandia,Guatemala,Guam,Guyana,Ingreso alto,"Hong Kong, Región Administrativa Especial",Honduras,Países pobres muy endeudados (PPME),Croacia,Haití,Hungría,Sólo BIRF,BIRF y la AIF,total de la AIF,mezcla de la AIF,Indonesia,Sólo AIF,Isla de Man,India,No clasificado,Irlanda,"Irán, República Islámica del",Iraq,Islandia,Israel,Italia,Jamaica,Jordania,Japon,Kazajstán,Kenya,Kirguistán,Camboya,Kiribati,Saint Kitts y Nevis,"Corea, República de",Kuwait,América Latina y el Caribe (excluido altos ingresos),República Democrática Popular Lao,Líbano,Liberia,Libia,Santa Lucía,América Latina y el Caribe,Países menos desarrollados: clasificación de las Naciones Unidas,Países de ingreso bajo,Liechtenstein,Sri Lanka,Países de ingreso mediano bajo,Ingreso mediano y bajo,Lesotho,avanzada del dividendo demográfico,Lituania,Luxemburgo,Letonia,"Región Administrativa Especial de Macao, China",Isla de San Martín (parte francesa),Marruecos,Mónaco,República de Moldova,Madagascar,Maldivas,Oriente Medio y Norte de África,Mexico,Islas Marshall, Ingreso mediano,Ex República Yugoslava de Macedonia,Malí,Malta,Myanmar,Oriente Medio y Norte de África (excluido altos ingresos),Montenegro,Mongolia,Mariana,Mozambique,Mauritania,Mauricio,Malawi,Malasia,América del Norte,Namibia,Nueva Caledonia,Níger,Nigeria,Nicaragua,Países Bajos,Noruega,Nepal,Nauru,Nueva Zelandia,Miembros OCDE,Omán,Otros Estados pequeos,Pakistán,Panamá,Perú,Filipinas,Palau,Papua Nueva Guinea,Polonia,previa al dividendo demográfico,Puerto Rico,"Corea, República Popular Democrática de",Portugal,Paraguay,Ribera Occidental y Gaza,Estados pequeos de las Islas del Pacfico,posterior al dividendo demográfico,Polinesia Francesa,Qatar,Rumania,Federación de Rusia,Rwanda,Asia meridional,Arabia Saudita,Sudán,Senegal,Singapur,Islas Salomón,Sierra Leona,El Salvador,San Marino,Somalia,Serbia,África al sur del Sahara (excluido altos ingresos),Sudán del Sur,África al sur del Sahara,Pequeños Estados,Santo Tomé y Príncipe,Suriname,República Eslovaca,Eslovenia,Suecia,Swazilandia,Sint Maarten (Dutch part),Seychelles,República Árabe Siria,Islas Turcas y Caicos,Chad,Asia oriental y el Pacífico (BIRF y la AIF),Europa y Asia central (BIRF y la AIF),Togo,Tailandia,Tayikistán,Turkmenistán,América Latina y el Caribe (BIRF y la AIF),Timor-Leste,Oriente Medio y Norte de África (BIRF y la AIF),Tonga,Asia meridional (BIRF y la AIF),África al sur del Sahara (BIRF y la AIF),Trinidad y Tobago,Túnez,Turquía,Tuvalu,Tanzanía,Uganda,Ucrania,Ingreso mediano alto,Uruguay,Estados Unidos,Uzbekistán,San Vicente y las Granadinas,Venezuela,Islas Vírgenes Británicas,Islas Vírgenes (EE.UU.),Viet Nam,Vanuatu,Mundo,Samoa,Kosovo,"Yemen, Rep. del",Sudáfrica,Zambia,Zimbabwe
1993,,,28.67298578,25.75757576,,26.62834087,21.14448733,33.29295565,24.18699187,,,23.48698885,27.27598566,9.879518072,,20.70381779,57.14285714,,17.37389912,7.906806091,9.020817271,,6.357516829,12.56801593,,,47.42451155,44.3814687,,17.61658031,,24.61538462,,30.04962193,7.89389345,34.3358999,,36.85400517,5.65687852,37.16216216,69.83471074,32.11678832,79.66101695,35.04699789,,,64.82939633,14.9122807,9.933774834,36.63793103,,26.72064777,6.175329713,19.34033671,,,19.29277171,29.65440357,29.92237121,8.774133364,22.18998304,13.5286619,11.52443175,16.98548611,58.11965812,22.32131949,24.1673388,33.33333333,32.84005189,6.384149697,48.33333333,20.79668868,29.48039826,20.94951017,,35.34123584,,,32.5,22.05089538,12.52348153,66.17647059,70.83333333,,,,,22.82037088,,,44.27645788,,,25.52383749,16.55475805,50.76923077,49.75440624,19.63562753,58.46153846,12.37580617,13.9105738,14.23257012,21.72730734,18.16413418,24.41937624,31.91645676,,11.05872888,,17.84446596,23.8494325,27.89162113,32.4742268,24.43647541,27.38935047,14.33868974,25.2293578,21.21565553,6.099704033,45.07575758,16.12244898,,,,20.30651341,16.89045936,36.20205419,,37.32673267,,27.85473605,,35.76889924,37.09011944,14.0089325,,62.16216216,14.82310369,14.06955871,,11.26434133,19.90891347,30.95450491,19.42078365,,,22.85464098,,8.411764706,,,25.74131866,32.13309982,,14.07071018,16.76300578,,20.99644128,34.19354839,25.84791532,,8.361486486,,66.40625,,36.73469388,,25.73073516,29.41675488,37.06293706,,,44.44137168,45.45454545,17.76496958,36.04193971,36.92307692,,40.30742955,25.74646768,16.53418124,14.08408855,26.17287461,43.38028169,35.21478521,38.44055467,,,6.163150907,34.982309,,3.463637376,27.75299366,87.35632184,,,25.16890863,,10.93647675,7.261645625,13.09027662,,13.05951241,31.76060623,66.34304207,33.62831858,13.05670816,,,49.29577465,,,6.311360449,19.63765098,,19.63765098,14.24282455,,,6.789838337,23.26807229,35.07220217,,,,26.53927813,,,8.937893233,11.04532981,68,31.9175854,5.77689243,27.08174179,36.34861248,,25.84791532,,13.05951241,19.63765098,15.50190597,21.60583942,23.07417209,,42.01183432,,7.190258752,13.86511989,45.99056604,29.36267056,5.420827389,,31.8526652,,,32.68593084,,20.63221438,,,56.61103979,12.44543283,27.84810127,11.81763647
1994,,,36.84210526,31.03448276,,26.21360614,19.0330944,32.32375979,5.970149254,,,23.57605296,27.17893988,9.738503156,,20.4376954,54.54545455,,16.40682999,7.544634287,8.960843373,,31.59609121,10.51398219,,,45.57377049,44.76235741,,17.39130435,,25,,30.42883212,8.331850647,36.09876543,,36.27537511,5.04432103,35.27508091,69.01960784,37.19008264,74.35897436,32.62411348,,,58.42696629,15.05243677,8.940397351,43.3460076,,26.6536965,6.965742251,19.31984823,,,18.77941893,29.74504249,28.42490842,8.466354128,22.18122906,13.3343449,11.36398183,17.36178766,58.18791946,26.04735883,24.34392407,40.84507042,32.57111244,7.884288145,47.34299517,21.0941685,27.8826591,19.41225861,,36.16019548,,,26.72413793,22.4350519,14.13461538,63.94557823,72.4137931,,,,,22.44483552,,,44.10569106,,,25.88560192,21.59714599,51.33333333,49.82550336,22.01572552,57.89473684,12.22398869,13.89204867,14.21337795,21.92215145,18.02833301,25.37497202,32.41631799,,10.79804337,,18.00873908,23.81432049,25.09109312,32.19512195,24.51612903,27.64152439,14.23312883,23.83015598,21.09641073,4.6543921,43.26375712,7.849293564,,,,19.72317282,15.44117647,35.8849147,,31.94945848,,28.37403599,,35.43035828,37.8372936,14.02699813,,64.56400742,15.61866938,14.00990858,,10.91793352,16.63201663,34.10852713,20.71005917,,,22.56902761,,9.485879797,,,25.36605359,31.49980598,,14.00959933,11.12440191,,23.5059761,33.39449541,25.54211634,,6.504854369,,65.42056075,,36.42384106,,26.3807044,30.02955059,34.54545455,,,42.30895376,42.25941423,18.07244336,33.7589536,34.56790123,,42.58010118,26.10541041,16.88,14.51612903,26.6831208,43.76657825,38.94839338,39.0156316,,,6.464779855,32.49843063,,2.553451436,28.25,83.71335505,,,25.72319445,,11.09034268,7.885368459,12.96947144,,12.88218345,31.72513862,64.92374728,31.75965665,13.54056902,,,45.47677262,,,6.724845996,19.34812966,,19.34812966,14.61912096,,,8.253264351,26.07709751,35.11157601,,,,25.58693433,,,8.62517064,10.89693737,54.23728814,31.78175342,6.802721088,13.04881793,36.01665887,,25.54211634,,12.88218345,19.34812966,15.8808933,22.4075417,22.6454644,,39.88764045,,7.853071564,13.57846753,55.97964377,29.9947048,5.667825923,,32.13931336,,,32.46475865,,20.8989534,,,54.60122699,12.62593697,39.90147783,11.2757732
1995,,,27.3657289,34.05405405,,25.10124294,18.81102814,32.65410521,3.264094955,,,23.66567373,26.01107568,10.32138443,,20.45149153,54.54545455,,16.20145631,7.944634054,9.219330855,,30.18292683,11.73164735,,,44.84760522,45.74038293,,17.33333333,,27.89968652,,30.53396004,8.36964897,34.65155534,,36.80518079,4.876899843,37.73006135,69.51219512,39.47368421,77.77777778,37.33700643,,,58.33333333,16.47555824,8.778966132,43.3460076,,28.91089109,5.88092148,19.59752069,,,20.02398082,31.28342246,27.31381056,8.421670869,21.83870357,13.23297739,11.34809455,17.4796918,49.490713,25.98897734,24.26853998,42.30769231,31.51159223,8.709273183,46.98275862,21.08348568,28.53304924,20.39497307,,35.59701927,,,25.95419847,22.64250117,12.66912669,63.86292835,71.42857143,,,,,21.83457468,,,46.24573379,,,26.04296664,20.56407448,43.41736695,49.10561137,22.12449256,55.55555556,12.63775329,13.72197411,14.12418109,24.1051188,20.34932077,24.12441832,33.15207022,,11.06573593,,18.08152007,22.78304974,25.98276225,31.12244898,25.09471807,26.64970821,16.52794293,24.46982055,21.66592942,5.371803894,44.5026178,25.11210762,78.91156463,,,20.28616229,16.51205937,36.25609433,,32.68178264,,28.87067395,,35.77977858,36.25730994,14.98922123,,67.88990826,16.30458563,13.90919241,,10.7600429,21.89128816,40.75425791,22.58426966,,,22.93824319,,10.93355761,,,24.37340792,30.68946573,,13.89067004,10.57692308,,28.99159664,40.47619048,25.04429238,,8.097560976,,63.47826087,,34.83870968,,25.72577605,30.32692332,34.63687151,,,45.49893195,44.22310757,18.07619397,36.68789809,35.22727273,,45.04805683,26.29421077,14.90810075,15.49212888,25.53648069,42.29828851,37.33905579,38.67924528,,,6.691460964,33.90790136,,3.306325144,27.34011012,83.95415473,,,25.9964631,,11.70528818,6.937595647,12.33212101,,13.01891215,28.24339839,64.73317865,31.4516129,15.01197764,,,46.38949672,,,6.118332586,20.46700565,,20.46700565,15.6848829,,,9.194565745,27.29211087,35.73436402,,,,24.10025707,,,8.536328166,10.89719941,67.24137931,33.42622365,7.317073171,12,36.401647,,25.04429238,,13.01891215,20.46700565,16.42156863,22.808268,23.17876433,,36.14457831,,8.417780698,13.24421829,49.88610478,30.30860328,7.67928919,,31.57348921,,,26.4845173,,20.85907701,,,41.99363733,13.53994225,40,14.38038436
1996,,,23.62768496,33.33333333,,25.01718584,18.23683125,31.60551194,2.5,,,23.66481882,27.04154162,10.01478197,,20.05821419,54.94505495,,17.63647271,7.784881534,8.94251242,,24.93946731,12.54108286,,,49.45904173,46.20044725,,17.8343949,,30.82191781,,30.34008902,9.329982223,34.05162207,,34.59207459,6.569432016,32.2997416,70.90163934,39.13043478,76.19047619,38.39220015,,,62.58992806,17.32329085,9.016393443,43.23308271,,28.22429907,8.081455945,19.05202052,,,16.48750524,32.36272879,27.25947522,10.18849122,22.15897724,14.42365635,11.63142164,17.73413883,52.44791667,26.07938719,24.23222136,44.70588235,35.22529136,8.983451537,46.71814672,21.13032733,28.38169096,17.82210069,,33.96956123,,,24.82269504,22.64090841,39.81042654,63.53276353,68.96551724,,,,,22.47808452,,,47.2027972,,,25.94577023,20.03973886,42.61363636,50.03523608,23.68600683,52.83018868,12.39755885,14.65543144,15.11566541,26.25814652,23.08647244,25.4404773,33.55650777,,11.31576105,,20.36492054,23.85635227,24.77939668,30.49327354,25.27098831,27.29122701,18.24401368,24.18972332,21.98218939,5.537569135,42.85714286,21.33815552,75.81699346,,,20.01310616,17.3346056,36.26419406,,32.53193088,,30.31439285,,35.55875402,36.7727048,16.81767494,,63.53383459,17.52880275,14.94506362,,11.87606456,23.22070453,41.44578313,21.68539326,,,24.86381323,,13.61410382,,,24.58755887,30.09715111,,14.9142561,16.91995947,,23.27586207,41.12676056,25.4730805,,10.03460208,,74.31192661,,33.54037267,,25.72340191,30.17004532,54.16666667,,,47.04751442,43.98496241,17.79793195,37.20642769,34.9726776,,43.74498797,26.1855651,15.20428667,15.86274786,28.69659145,44.06779661,35.41098559,40.40875443,,,7.236955152,33.74438791,,3.039332539,30.1940891,85.79710145,,,26.01744161,,11.91151446,9.487964265,11.92601454,,13.68361635,27.94240503,64.63414634,32.69230769,13.24331343,,,52.7638191,,,8.874709977,20.38467817,,20.38467817,16.14801403,,,8.568646543,29.34051144,32.19551282,,,,25.70844289,,,10.32778129,11.18236115,70.21276596,32.51447846,6.306306306,15.22033898,36.18521589,,25.4730805,,13.68361635,20.38467817,16.37220259,22.47799594,21.99226881,,43.32129964,,8.765959922,14.21468385,45.22417154,30.15499696,9.788747124,,30.52779239,,,25.89834898,,21.31230261,,,38.88314374,12.72720528,38.88888889,14.74048443
1997,,,24.24942263,34.26573427,,24.20602944,17.22113503,31.03211009,1.898734177,,,23.54357723,25.89985602,12.26199543,,20.75123153,58.62068966,,17.71611526,8.343079922,9.274755927,,12.58907363,13.09503351,,,46.53312789,45.84933643,,17.09233792,,31.59609121,,30.27129839,10.17848773,36.0787172,,31.82921894,5.698754559,28.87029289,70.81712062,39.13043478,78.125,37.13509844,,,65.52567237,17.65356945,10.42061387,22.81368821,,28.70201097,8.452080449,19.85614035,,,19.29541047,32.53099927,26.81314755,9.624875641,21.6003855,14.01599758,11.79856115,18.36632803,52.17816936,25.86262496,24.83550735,45,32.52618634,9.515151515,46.54545455,21.96462846,25.6656714,19.43474647,,35.50666819,,,25,23.82515583,34.48905109,64.72222222,70,,,,,22.95865633,,,47.83333333,,,26.02292758,21.91697192,45.5801105,48.44328326,23.98523985,45.66929134,13.48737238,14.49425644,15.0066081,27.06158052,24.48625617,25.66229369,32.80881858,,10.98377659,,20.83452415,23.24389966,20.80742622,27.96208531,25.71080422,27.47781434,18.86160714,24.24471299,22.19530577,5.604203152,43.94693201,23.33333333,73.17073171,,,19.40665954,17.45934336,35.56141335,,27.38017072,,29.2499276,,34.73010715,34.97723824,16.63850162,,58.74213836,18.06171302,14.78660987,,11.63685945,26.7896679,46.79487179,23.39667458,,,25.42814594,,14.71535983,,,23.88138977,29.63364405,,14.75677785,16.81818182,,30.36437247,34.09090909,24.32851698,,9.540636042,,69.16666667,,32.71604938,,27.68582297,29.73286718,54.31472081,,,52.96108291,43.00699301,18.58599264,35.88390501,35.23809524,,40.94922737,26.23804571,16.15487316,16.33710623,28.22255501,44.70046083,37.00787402,39.19153868,,,7.912178956,32.17086688,,1.747062461,30.06756757,86.68407311,,,26.18280364,,12.25873761,10.576836,11.77318903,,13.27392172,28.05814858,61.7357002,32.05574913,13.25995807,,,43.73716632,,,11.18992729,21,,21,16.59737418,,,10.00974184,29.823414,36.13579808,,,,26.07939728,,,9.76947723,11.40997589,65.15151515,31.57535098,5.6,9.008403361,35.39197534,,24.32851698,,13.27392172,21,16.46542261,22.76264591,19.48368794,,44.86692015,,11.01900464,13.83692757,48.55491329,29.68513158,9.790570515,,27.31941404,,,24.04506733,,21.29792707,,,36.38996139,12.40053517,34.27230047,15.99402093
1998,,,22.25201072,42.04545455,,24.81509819,16.87284785,31.38297872,2.134146341,,,22.0444719,28.98780295,11.42857143,,20.79497548,61.98347107,,17.92303637,11.05671155,9.079118029,,13.14553991,14.30094155,,,45.10086455,46.88077463,,19.02552204,,28.26086957,,30.42715642,11.21799196,35.15478424,,33.0471246,5.386889979,25.05175983,70.14925373,35.43307087,96.96969697,36.08021571,,,65.05494505,17.89862724,9.558541267,23.02025783,,28.39931153,9.124337267,20.39763403,,,20.70393375,29.6437659,26.88228134,9.079650065,21.3115386,13.56632017,12.93389822,19.26468004,48.92156863,27.25788346,25.46028962,38.98305085,34.72932827,10.36432161,48.28767123,22.74742046,29.93612756,20.86267606,,34.66351576,,,25.30864198,23.52084789,25.45824847,50.91575092,74.19354839,,,,,24.03762842,,,44.63350785,,,26.49367789,28.361091,42.36111111,47.30878187,23.04199773,49.23076923,14.96259352,14.78243579,15.25114837,25.75254129,22.7264574,24.36002963,32.36631645,,11.17814499,,23.00531915,23.95202827,30.57590301,29.04761905,23.90995741,27.54365937,19.45031712,23.65356623,22.61282004,6.182753781,41.18541033,21.32867133,73.93617021,,,18.96486479,15.03604531,35.24557491,,29.99327505,,28.11881188,,34.56768452,36.1218425,18.1318294,,59.03030303,17.91558205,14.9810638,,11.98521527,26.73198041,53.65168539,24.15940224,,,26.39796659,,12.8113879,,,24.40373661,28.46840063,,14.93094493,10.45548654,,27.42616034,38.01546392,26.17801047,,9.272300469,,72.4137931,,29.60893855,,25.74470263,30.30130958,54.95049505,,,47.81109047,39.88095238,18.97797039,35.44055944,35,,42.3436915,26.70979606,16.3064833,16.35303472,29.70061238,40,38.26300696,39.2594727,,,9.027711036,38.09586343,,3.554661301,29.81748319,86.56716418,,,26.70832345,,12.09598433,11.45315091,13.9623849,,13.60086006,26.29786074,64.5021645,31.97492163,13.71490281,,,43.95393474,,,8.704920945,19.71226653,,19.71226653,16.66313559,,,10.53562405,25.18272425,36.04264989,,,,24.78678038,,,9.170821597,12.56497383,57.8313253,30.09449466,4.347826087,10.72368421,35.21234824,,26.17801047,,13.60086006,19.71226653,16.35021097,22.43629584,17.92538157,,58.40336134,,10.95662391,14.0969005,50.28037383,30.29004724,9.084457062,,27.75967243,,,22.85501119,,21.62578312,,,36.23445826,11.94985786,34.48275862,15.56534508
1999,,,24.47257384,47.94520548,,24.97636008,16.83413968,29.50466619,2.389078498,,,22.12491638,28.9640592,6.094720497,,21.6684435,63.43283582,,15.76004067,13.12732342,9.421702404,,12.87223823,13.12869822,,,47.85932722,44.41424689,,19.33174224,,29.2746114,,30.55370247,12.19125667,34.87071978,,31.81299886,6.151119326,21.22571001,68.33333333,35.2,83.78378378,36.70447991,,,67.3245614,18.15816857,8.739308293,24.30426716,,27.84184514,10.68411011,21.79428978,,,21.98283732,29.5386459,27.03989493,9.854034808,21.27198335,14.17380984,12.63127729,19.656826,47.57869249,27.7365129,26.22419403,33.33333333,33.51906603,11.0738255,49.65753425,23.68401519,32.17240525,21.71040886,,35.32974979,,,25.65789474,24.33075782,25.57077626,52.73037543,71.875,,,,,24.17365565,,,47.66977364,,,26.97793845,34.36797121,48.62385321,45.36679537,24.6835443,48.88888889,15.74955908,15.17853206,15.6330024,25.38747308,23.03086611,22.39710366,30.57575758,,10.8943963,,24.50127877,23.85324175,39.76022335,30.24390244,24.71400394,27.83524904,19.71252567,24.12790698,22.13292365,5.021570319,38.69565217,24.45887446,71.20418848,,,18.98992037,14.05847953,35.64782776,,27.15654952,,31.72993335,,34.59666912,33.38374811,16.38211652,,59.34065934,17.31937583,15.33158204,,12.43098151,28.65546218,57.04697987,25.77597841,,,26.68500688,,10.08403361,,,24.56959337,30.09619107,,15.3138175,12.14848144,,24.89626556,34.84320557,26.83166574,,9.557109557,,73.04347826,,32.27272727,,28.59292701,30.96478528,57.07070707,,,49.7844281,41.59292035,19.95273044,34.61435098,25.58139535,,41.23087869,27.29672328,14.53089245,16.16960581,28.5610691,49.25373134,36.75977654,40.4889684,,,10.12315515,42.56494905,,1.370073892,27.82251156,86.35235732,,,27.20347625,,10.15521064,11.22239652,13.72479709,,13.21645861,25.70430322,47.54420432,30.98591549,13.5978836,,,50.58139535,,,6.463688545,21.08368266,,21.08368266,16.56632759,,,10.91939222,24.84429066,37.55123864,,,,21.90919037,,,10.00941678,12.43463684,53.21100917,29.85566467,2.371541502,11.6638561,35.28171906,,26.83166574,,13.21645861,21.08368266,16.56118143,22.73534636,18.83557768,,53.21100917,,9.271479477,14.71594,43.4375,31.00217713,9.169960474,,30.35126235,,,24.41023094,,22.0813325,,,35.79365079,12.8892292,40.85365854,20.31148605
2000,,,23.11015119,47.72727273,,25.33219241,18.60202931,28.89032443,16.66666667,,,22.40812668,29.98222079,8.644688645,,21.4918824,64.78873239,,14.46991404,12.87034842,9.659090909,,15.23323615,12.39685281,,,41.26760563,42.90650337,,18.32579186,,30.27295285,,29.05050662,11.74855491,39.46113495,,34.93108414,8.538331929,20.37914692,66.66666667,92.94117647,86,34.28096733,,,66,18.07962529,7.937088515,24.24242424,,27.46031746,9.783235803,21.3478582,,,23.62561576,32.22100656,27.38656692,11.68194997,21.16452144,15.03384773,12.27569235,19.40462573,48.20739106,29.32504262,26.15712999,32.78688525,32.43097691,11.37146795,49.6875,23.52706607,31.24423112,21.55820348,,36.32972157,,,21.91780822,23.58629953,20.51835853,58.83534137,70.58823529,,,,,21.67538077,,,44.75524476,,,26.55686086,28.65642043,46.99331849,46.54300169,25.74493445,51.44927536,16.64477388,15.67934223,16.11182234,25.49724585,23.16209035,24.54566818,30.38118988,,10.67562104,,25.30002449,24.49705279,37.40068104,29.16666667,24.36622287,27.67719065,19.71399387,24.87872488,21.70621429,8.375,34.66494845,19.1011236,67.34693878,,,18.00977508,13.00496868,34.49376631,,28.59185132,,30.27747552,,33.75421162,33.81454025,16.62269129,,48.95437262,17.3214835,15.8592863,,13.25657036,29.74559687,60.17369727,30.99415205,,,27.65741368,,10.85626911,,,24.95409117,29.36432901,,15.84649977,11.48886284,,21.59624413,37.82327586,27.27234127,,10.80178174,,64.39393939,,30.86419753,,27.99269756,30.32436461,58.94736842,,53.84615385,50,40.96045198,19.87119946,37.80985253,26.77419355,,41.73282706,26.86150018,12.83684468,16.53800864,28.3347228,47.74590164,36.79424024,36.10336221,,,9.307463923,41.92904514,,2.444253859,30.44605809,85.36585366,,,26.77026137,,11.38823529,10.95779221,12.82915711,,12.85652719,25.97518864,48.17518248,33.23863636,12.39316239,,,48.74274662,,,5.418604651,21.12548219,,21.12548219,16.87461649,,19.8630137,11.00867679,25.10668563,40.81200693,,,,22.85868684,,,11.85468502,12.05269491,45.26315789,29.01700703,1.834862385,17.73049645,34.41879601,,27.27234127,,12.85652719,21.12548219,16.23762376,22.85876347,17.2580004,,55.93869732,,9.122033898,15.42011144,47.74066798,30.44089292,9.073359073,,29.33379239,,,23.90321122,,22.02179272,,11.35029354,32.98350825,12.54144237,44.24242424,14.4469526
2001,,,23.85685885,47.82608696,,24.48272709,17.59619542,28.38068623,16.47398844,,,21.8162625,30.25362319,10.06581494,,22.01290773,57.22543353,,15.25764895,12.43615368,9.785932722,,15.77777778,12.043222,,,42.14390602,42.80790979,,19.48955916,,33.8501292,,29.06055183,12.3839273,37.44523864,,34.41920274,8.317451506,20.12779553,68.63468635,91.54929577,87.3015873,35.65806334,,,64.56211813,16.55830082,8.352229781,24.47183099,,28.91760905,10.51241852,20.3831307,,,22.98433321,28.60347729,27.04761905,11.5214667,20.92713622,14.86668626,12.69265316,19.54971846,45.22821577,25.27610667,26.09437902,37.31343284,33.75160875,13.09285237,49.25742574,23.42962431,30.2294603,19.66617088,,36.46489894,,,24.32432432,22.7564701,34.02366864,53.46715328,71.42857143,,,,,21.93118757,,,45.49499444,,,26.5606478,24.3484556,42.53308129,46.70669257,24.67605634,51.65562914,17.00345895,15.59809935,16.05592036,25.86919523,24.00464114,24.32570346,29.59941637,,10.48253463,,25.11638734,24.53475936,35.90829803,30.47619048,23.64575909,28.20073323,19.16411825,25.94405594,22.24766991,7.506407909,37.42937853,23.67021277,70.23255814,,,18.16549991,12.20629231,34.75625365,,24.68646865,,30.41291689,,33.87967491,33.60773085,16.09513274,,50.19230769,17.41276635,15.83788277,,13.24362151,30.54277829,58.5730725,34.62068966,,,26.65424045,,10.38011696,,,24.28942628,29.92399024,,15.83351423,10.82949309,,17.26907631,34.3902439,26.39803505,,10.37946429,,64.61538462,,29.296875,,29.02582842,30.54862659,55.96707819,,56.25,53.8150172,39.62264151,19.44127366,37.28710462,22.3880597,,38.97978826,26.96836425,12.51629726,17.24312042,27.86597938,37.98977853,37.19687628,39.24255821,,,9.279207509,42.79302908,,2.171207302,30.91444406,87.68328446,,,26.81716163,,11.6599911,12.64229422,13.26569367,,12.65168475,26.31799866,56.81063123,30.54830287,12.65461465,,,46.09800363,,,8.211273857,20.65456359,,20.65456359,17.08866947,,20.13422819,14.29336188,24.7983871,41.32942326,,,,20.67369504,,,11.69335669,12.41993598,37.17948718,28.35625,4.245283019,17.4716284,34.51469294,,26.39803505,,12.65168475,20.65456359,13.93372982,22.32432432,18.23957934,,63.4057971,,9.551617667,15.37682236,53.96475771,30.68362253,8.886964054,,29.78671641,,,23.1399877,,21.94081876,,11.2654321,33.356306,11.37548583,44,13.48563007
2002,,,26.90909091,47.2,,24.66997606,19.84345251,28.00756517,18.55670103,,,21.81026332,32.46484086,11.48569189,,23.46046512,57.92079208,,14.50640543,13.7208755,10.41303083,,14.34599156,13.0169358,,,40.83916084,43.55715052,,20.18348624,,31.01736973,,29.23495674,12.94570502,38.89552952,,34.9504324,8.364738513,22.10031348,71.03448276,89.61038961,86,32.90801752,,,69.92031873,17.37868105,8.161648177,25.5985267,,27.91798107,11.33765569,20.42640066,,,23.45821326,31.05784263,28.4015852,11.48536565,20.89564357,14.64775556,12.98216703,19.84893171,45.35353535,25.64759968,26.29636167,40.90909091,32.34284561,14.2759094,49.40617577,23.80503136,30.74091716,19.21425163,,37.01434879,,,28.26086957,23.68623529,42.90780142,50.67264574,72.22222222,,,,,22.17179544,,,45.38860104,,,26.91848449,19.89032901,40.21352313,46.96159456,24.82758621,47.39884393,18.36471023,15.56889086,16.03333992,26.02519948,23.95833333,24.275867,30.05999368,,10.44401214,,26.11692015,25.236915,36.95912661,29.09090909,23.30801688,28.26769072,20.76228686,24.83530962,21.18025549,7.635694572,40.55636896,16.4556962,59.72850679,,,19.81961306,12.46648794,34.75637014,,24.83443709,,29.41471992,,33.89978324,34.14910492,17.14339363,,48.4047402,17.50073388,15.83670591,,13.26824887,31.47301006,56.62393162,35.82295989,,,26.97269727,,13.79310345,,,24.57708779,29.82880435,,15.81575776,12.16216216,,12.5,42.62899263,26.83084064,,10.87866109,,66.42335766,,29.88505747,,28.30710841,31.26888367,56.13207547,,53.73134328,53.95613004,39.94778068,19.86087791,37.72307692,29.58801498,,40.63706564,27.35897652,11.39035266,16.68459424,27.4172452,46.2745098,34.95297806,40.13167739,,,9.155552411,44.18060592,,2.27305632,29.96108949,88.02228412,,,27.21430504,,10.92278719,12.95644523,13.54843992,,12.54824998,26.01269294,52.41286863,32.65306122,12.80871671,,,44.66546112,,,9.229188078,20.90707722,,20.90707722,16.83985897,,39.81481481,16.64407699,25.18223989,40.48928504,,,,21.90954774,,,11.63625068,12.68099798,56.47058824,28.28050292,5.769230769,18.37865055,34.50368142,,26.83084064,,12.54824998,20.90707722,12.94027565,22.89416847,18.20588693,,69.84126984,,9.867109635,15.33445308,53.01204819,31.45786103,8.622994652,,29.1058766,,,24.20850096,,22.03576201,,11.31782946,29.18956044,11.25696102,44.26229508,13.7254902
